,OrderDate
14940,2015-06-01 11:56:26
14941,2015-02-11 06:13:33
14942,2013-02-26 00:18:07
14943,2015-06-26 02:30:57
14944,2015-08-12 22:55:01
14945,2013-12-19 04:16:56
14946,2014-08-13 03:12:02
14947,2015-04-25 15:58:50
14948,2013-04-03 01:43:38
14949,2015-03-01 22:05:36
14950,2014-11-13 18:48:17
14951,2013-04-27 10:50:30
14952,2013-11-10 17:33:10
14953,2014-11-07 08:13:02
14954,2015-11-19 23:40:42
14955,2015-08-26 22:35:30
14956,2015-09-10 11:46:37
14957,2012-09-26 08:18:04
14958,2015-11-30 07:43:01
14959,2015-09-02 08:16:33
14960,2015-11-14 06:14:23
14961,2013-09-03 10:37:58
14962,2014-10-23 12:43:45
14963,2013-05-27 03:38:05
14964,2015-03-24 19:30:48
14965,2013-04-24 15:57:27
14966,2015-11-11 10:24:54
14967,2013-12-23 18:37:56
14968,2014-02-08 06:31:53
14969,2014-09-07 09:55:06
14970,2012-10-06 20:11:36
14971,2016-02-15 15:09:15
14972,2013-12-25 14:33:13
14973,2015-07-18 16:28:55
14974,2014-06-27 06:09:30
14975,2013-04-10 14:01:40
14976,2014-03-23 00:07:29
14977,2015-09-18 00:07:56
14978,2015-06-04 03:07:28
14979,2012-09-12 07:29:24
14980,2012-12-31 17:00:29
14981,2013-06-26 18:58:10
14982,2015-10-06 02:56:02
14983,2015-11-08 06:02:08
14984,2014-04-10 14:29:47
14985,2012-11-27 03:20:42
14986,2013-07-30 18:41:13
14987,2015-10-18 11:32:02
14988,2014-11-19 12:10:28
14989,2014-06-15 19:15:46
14990,2014-03-18 02:01:22
14991,2015-10-16 14:56:40
14992,2015-08-19 05:13:23
14993,2015-08-18 23:34:13
14994,2012-09-05 06:50:01
14995,2013-02-02 10:06:24
14996,2015-11-15 11:17:49
14997,2014-09-06 17:17:53
14998,2012-10-14 18:21:35
14999,2012-08-12 10:36:25
15000,2015-08-15 15:49:12
15001,2015-01-28 08:29:38
15002,2015-04-16 10:49:05
15003,2015-09-08 10:01:58
15004,2012-10-30 04:02:12
15005,2015-02-25 05:19:49
15006,2016-02-03 12:37:07
15007,2014-02-11 03:01:59
15008,2015-09-07 11:17:23
15009,2012-12-23 21:17:43
15010,2014-01-11 01:37:03
15011,2013-10-10 12:15:21
15012,2012-11-29 04:01:43
15013,2012-07-11 05:15:58
15014,2015-01-08 06:03:11
15015,2012-07-31 10:02:05
15016,2012-09-30 22:54:21
15017,2013-04-15 02:48:11
15018,2013-06-07 23:06:48
15019,2012-12-17 07:02:33
15020,2015-09-02 10:46:08
15021,2015-02-10 20:01:01
15022,2013-07-05 06:17:07
15023,2015-02-12 15:22:54
15024,2013-02-06 04:45:28
15025,2015-01-29 17:06:38
15026,2014-04-27 21:16:37
15027,2014-03-22 05:05:44
15028,2012-11-26 07:50:08
15029,2013-02-24 08:41:28
15030,2014-11-28 14:37:10
15031,2015-11-21 14:49:46
15032,2012-10-13 13:13:04
15033,2015-06-22 18:40:14
15034,2013-11-20 02:00:43
15035,2014-02-23 04:16:49
15036,2014-10-11 00:22:48
15037,2012-10-10 16:24:49
15038,2015-05-28 16:31:04
15039,2012-10-30 08:36:18
15040,2016-02-12 23:19:30
15041,2013-06-11 22:39:20
15042,2013-07-05 02:14:31
15043,2013-03-10 18:23:03
15044,2012-10-18 03:14:10
15045,2013-06-13 13:11:59
15046,2015-01-12 12:40:46
15047,2013-07-19 19:20:52
15048,2014-11-22 18:10:36
15049,2015-05-04 21:03:05
15050,2014-01-23 09:34:15
15051,2015-01-07 22:05:04
15052,2013-07-19 23:36:20
15053,2013-04-09 18:56:05
15054,2014-01-07 00:59:48
15055,2012-08-14 03:38:19
15056,2013-04-21 13:11:47
15057,2015-04-23 02:23:21
15058,2015-02-26 15:26:57
15059,2014-01-19 08:55:20
15060,2013-05-28 13:56:40
15061,2014-03-30 20:44:06
15062,2014-10-21 04:32:31
15063,2014-06-16 13:05:59
15064,2015-05-01 07:57:36
15065,2015-11-12 11:58:19
15066,2013-05-29 09:19:49
15067,2014-04-02 15:35:25
15068,2014-03-11 08:27:03
15069,2013-02-08 22:10:36
15070,2015-04-26 05:57:10
15071,2014-05-18 00:55:21
15072,2013-01-16 21:08:43
15073,2015-07-14 03:15:43
15074,2012-07-28 00:24:03
15075,2015-03-12 19:13:57
15076,2014-02-12 15:13:03
15077,2015-01-23 14:55:43
15078,2014-07-24 20:13:41
15079,2015-09-14 22:50:31
15080,2013-04-23 13:40:01
15081,2013-08-13 05:44:29
15082,2014-03-30 18:16:39
15083,2014-12-22 07:02:52
15084,2014-10-16 02:21:25
15085,2015-11-23 09:14:14
15086,2016-01-26 12:25:21
15087,2014-03-15 16:55:59
15088,2015-02-23 08:32:21
15089,2014-02-23 16:21:33
15090,2012-10-02 00:42:40
15091,2014-12-17 16:53:54
15092,2012-11-05 21:36:43
15093,2016-01-27 08:10:56
15094,2014-01-01 15:32:03
15095,2013-08-01 15:23:49
15096,2015-08-16 22:40:56
15097,2013-05-09 05:19:55
15098,2014-11-17 13:09:59
15099,2014-11-28 00:46:06
15100,2013-09-20 16:56:32
15101,2014-06-12 10:25:11
15102,2013-12-31 06:02:01
15103,2014-03-31 13:17:17
15104,2014-03-24 11:01:13
15105,2013-08-18 09:42:37
15106,2013-01-19 18:26:54
15107,2015-01-27 15:08:57
15108,2013-08-03 04:53:50
15109,2015-10-05 09:26:28
15110,2015-04-20 20:41:39
15111,2014-10-15 08:26:30
15112,2015-08-28 21:11:26
15113,2015-02-23 22:03:16
15114,2012-10-21 05:15:29
15115,2012-11-26 15:57:27
15116,2013-06-28 04:58:39
15117,2012-11-25 11:55:09
15118,2013-05-21 12:53:29
15119,2015-03-28 20:05:52
15120,2013-02-10 22:47:58
15121,2015-11-04 12:02:41
15122,2015-02-24 10:44:40
15123,2016-01-18 04:11:56
15124,2015-05-01 18:54:32
15125,2014-09-04 02:51:46
15126,2013-12-18 07:13:02
15127,2013-12-01 09:22:35
15128,2013-04-13 14:48:15
15129,2014-06-21 08:00:41
15130,2015-02-13 21:12:24
15131,2014-11-06 17:23:13
15132,2013-12-03 03:17:35
15133,2013-07-29 09:45:10
15134,2014-02-26 13:58:09
15135,2014-09-27 08:42:49
15136,2012-09-01 09:08:07
15137,2015-02-20 21:27:00
15138,2015-10-22 09:20:12
15139,2012-10-28 04:56:57
15140,2015-02-23 02:11:37
15141,2013-07-24 18:16:21
15142,2013-05-29 01:50:24
15143,2016-01-28 07:48:46
15144,2014-02-20 17:49:34
15145,2013-04-21 20:15:03
15146,2015-12-20 13:37:24
15147,2013-08-05 01:20:40
15148,2013-06-20 13:58:06
15149,2012-10-11 02:26:02
15150,2015-09-11 04:43:46
15151,2015-01-16 06:42:16
15152,2014-01-16 08:55:27
15153,2016-01-24 23:02:46
15154,2015-12-26 14:04:26
15155,2013-03-25 01:33:46
15156,2016-01-06 15:29:30
15157,2013-02-03 13:10:04
15158,2013-02-12 18:08:09
15159,2015-10-06 19:53:14
15160,2013-08-08 16:23:06
15161,2014-10-03 06:37:44
15162,2014-01-12 01:33:50
15163,2014-03-25 00:34:42
15164,2013-05-17 23:52:18
15165,2014-12-20 09:48:56
15166,2012-10-08 18:38:38
15167,2012-09-27 16:48:12
15168,2013-02-22 22:49:46
15169,2014-05-05 21:08:53
15170,2015-06-17 16:08:18
15171,2012-12-03 15:50:07
15172,2015-08-20 12:58:41
15173,2014-01-06 18:49:53
15174,2015-03-02 21:03:17
15175,2015-09-24 09:32:52
15176,2015-12-02 01:10:18
15177,2013-06-10 07:21:47
15178,2014-01-25 01:22:54
15179,2015-03-26 08:28:37
15180,2013-06-01 16:02:12
15181,2015-11-20 16:34:42
15182,2014-10-24 03:05:20
15183,2013-06-27 06:14:17
15184,2015-04-27 20:02:37
15185,2012-07-12 18:27:37
15186,2013-03-15 10:01:44
15187,2012-07-14 11:07:00
15188,2015-01-13 22:55:42
15189,2013-03-07 09:40:14
15190,2014-11-14 10:41:10
15191,2014-07-21 05:51:48
15192,2014-01-16 21:57:29
15193,2013-06-27 17:55:19
15194,2013-03-13 18:48:55
15195,2014-06-07 08:18:51
15196,2013-05-13 14:25:39
15197,2015-04-05 04:28:04
15198,2015-03-04 09:19:24
15199,2014-09-09 11:46:16
15200,2013-12-10 22:28:24
15201,2015-08-07 13:01:10
15202,2016-02-16 13:28:56
15203,2014-01-05 00:35:09
15204,2014-07-04 04:35:28
15205,2015-01-12 17:43:06
15206,2014-07-30 01:39:39
15207,2012-11-18 01:16:07
15208,2015-12-17 18:22:15
15209,2014-01-01 15:06:07
15210,2013-03-29 22:16:38
15211,2013-02-09 06:12:03
15212,2013-03-11 07:10:07
15213,2014-11-11 19:13:50
15214,2015-04-22 19:17:32
15215,2015-08-31 06:25:46
15216,2014-04-22 22:23:28
15217,2013-02-17 08:53:02
15218,2014-05-16 13:08:45
15219,2015-09-27 16:38:42
15220,2015-09-27 12:07:26
15221,2015-02-02 23:17:06
15222,2013-10-21 03:06:50
15223,2014-06-13 17:23:44
15224,2015-06-13 16:11:20
15225,2014-07-18 04:36:59
15226,2014-12-23 17:44:57
15227,2014-12-25 16:57:26
15228,2013-02-07 11:26:15
15229,2012-11-07 06:44:35
15230,2013-01-06 01:33:37
15231,2014-04-02 05:52:35
15232,2015-11-17 10:56:37
15233,2015-12-03 05:55:33
15234,2013-02-02 21:16:23
15235,2014-02-26 11:13:13
15236,2014-07-14 03:43:46
15237,2016-01-01 19:20:07
15238,2015-10-08 03:44:38
15239,2014-11-24 21:09:37
15240,2013-05-25 06:34:08
15241,2014-02-02 21:55:07
15242,2014-04-22 06:42:46
15243,2013-07-05 11:13:59
15244,2015-12-26 20:11:09
15245,2013-02-01 04:36:12
15246,2014-07-27 18:54:17
15247,2013-04-11 11:50:13
15248,2015-12-16 02:00:33
15249,2012-08-27 00:08:33
15250,2012-10-09 16:58:49
15251,2012-11-17 02:12:11
15252,2013-08-21 02:25:10
15253,2014-07-23 21:07:20
15254,2014-05-11 18:27:30
15255,2014-06-25 15:57:37
15256,2014-01-28 09:16:22
15257,2012-08-11 17:44:51
15258,2013-10-20 22:41:19
15259,2015-11-26 21:27:36
15260,2013-01-06 17:10:38
15261,2015-06-14 17:03:58
15262,2013-02-20 05:31:12
15263,2014-12-10 14:43:31
15264,2012-10-21 18:40:01
15265,2014-06-21 05:51:15
15266,2012-09-06 14:13:44
15267,2015-06-19 02:14:59
15268,2016-01-05 21:56:34
15269,2014-01-18 04:02:56
15270,2015-11-08 11:01:31
15271,2015-03-19 02:17:50
15272,2013-12-31 00:47:04
15273,2013-10-06 17:41:38
15274,2015-10-13 10:59:16
15275,2014-11-11 03:12:35
15276,2013-01-01 10:10:28
15277,2015-12-21 16:33:12
15278,2014-09-21 03:19:31
15279,2014-04-01 14:40:36
15280,2015-03-15 04:24:38
15281,2014-11-21 14:34:28
15282,2012-10-30 17:14:17
15283,2014-11-19 16:46:44
15284,2013-11-16 19:51:36
15285,2014-07-20 14:36:26
15286,2012-10-28 19:44:52
15287,2014-08-27 03:07:25
15288,2014-11-25 02:02:53
15289,2012-07-31 06:14:58
15290,2015-09-03 15:08:05
15291,2016-01-28 16:17:51
15292,2014-07-13 13:19:47
15293,2012-11-16 04:46:23
15294,2014-09-10 05:21:13
15295,2014-01-28 05:05:43
15296,2015-02-11 03:37:01
15297,2012-11-26 11:58:26
15298,2014-08-24 09:08:46
15299,2015-10-27 00:45:14
15300,2012-12-07 17:05:55
15301,2012-10-29 21:08:48
15302,2014-08-22 11:54:10
15303,2014-03-10 03:54:59
15304,2012-11-18 02:06:55
15305,2015-05-07 22:43:49
15306,2013-03-21 13:21:32
15307,2013-06-20 16:49:45
15308,2012-08-11 07:44:02
15309,2013-07-25 18:52:57
15310,2014-02-20 08:39:59
15311,2013-10-08 01:41:53
15312,2013-01-14 15:06:53
15313,2013-01-21 04:49:04
15314,2014-05-06 21:09:29
15315,2013-03-10 07:29:33
15316,2014-12-03 09:14:50
15317,2014-08-22 01:15:40
15318,2013-08-01 17:14:49
15319,2015-05-12 23:10:50
15320,2013-01-06 18:32:35
15321,2013-11-20 00:56:36
15322,2015-05-28 10:36:52
15323,2015-05-29 11:48:16
15324,2015-11-02 05:28:30
15325,2015-09-08 23:21:11
15326,2012-09-10 10:56:36
15327,2015-12-02 04:25:17
15328,2015-09-06 18:04:21
15329,2014-10-15 19:00:50
15330,2015-07-04 07:36:54
15331,2012-10-31 08:18:28
15332,2013-03-22 20:57:23
15333,2012-09-29 18:01:39
15334,2014-08-09 13:05:46
15335,2014-05-08 17:30:04
15336,2014-09-14 06:04:31
15337,2012-07-29 15:50:58
15338,2015-02-09 01:31:48
15339,2014-03-05 17:10:27
15340,2014-05-22 18:18:17
15341,2015-09-24 10:01:34
15342,2014-03-01 13:12:39
15343,2013-03-06 16:37:57
15344,2015-01-16 20:43:26
15345,2015-07-30 09:58:16
15346,2013-01-28 11:15:52
15347,2013-12-22 00:37:01
15348,2013-04-25 14:41:25
15349,2013-06-09 04:40:18
15350,2014-07-26 02:05:37
15351,2016-02-15 01:53:31
15352,2015-02-16 07:48:46
15353,2014-08-12 01:53:51
15354,2015-11-27 09:47:54
15355,2014-04-30 12:41:58
15356,2013-03-15 23:05:19
15357,2015-12-28 17:41:31
15358,2012-08-18 05:18:46
15359,2015-02-01 09:24:56
15360,2014-01-01 14:51:36
15361,2013-05-31 13:45:06
15362,2015-05-31 10:34:33
15363,2013-01-15 21:52:11
15364,2013-11-16 18:48:42
15365,2012-09-18 22:37:15
15366,2013-05-12 22:36:12
15367,2014-05-09 13:34:03
15368,2015-01-11 20:18:24
15369,2014-12-15 20:53:56
15370,2014-04-25 20:43:33
15371,2014-09-04 09:58:53
15372,2012-08-30 00:26:35
15373,2014-11-01 06:11:57
15374,2015-04-24 13:45:03
15375,2013-08-09 13:42:15
15376,2014-11-02 19:47:56
15377,2014-01-12 19:52:09
15378,2015-10-16 02:28:44
15379,2015-06-29 21:56:12
15380,2015-02-14 20:37:54
15381,2014-06-29 20:31:20
15382,2015-11-27 20:43:48
15383,2015-10-18 16:12:29
15384,2014-07-31 08:56:36
15385,2013-01-10 12:49:40
15386,2014-07-07 03:55:26
15387,2015-10-12 02:40:18
15388,2012-08-07 00:45:52
15389,2014-02-21 00:53:08
15390,2014-12-26 10:29:32
15391,2012-11-05 02:38:23
15392,2014-04-03 22:49:44
15393,2013-07-18 08:33:57
15394,2012-11-14 01:59:07
15395,2015-06-14 14:22:39
15396,2015-08-25 00:29:04
15397,2013-10-07 05:25:01
15398,2014-01-31 13:10:05
15399,2015-10-30 02:26:50
15400,2013-04-04 21:58:49
15401,2014-03-13 13:33:07
15402,2014-11-29 18:08:19
15403,2015-07-30 14:12:47
15404,2013-04-15 02:19:06
15405,2015-05-04 01:06:37
15406,2015-05-22 22:47:29
15407,2016-02-03 19:08:30
15408,2013-06-26 02:42:22
15409,2013-11-23 16:48:21
15410,2012-07-22 15:15:23
15411,2014-08-03 02:55:45
15412,2015-04-28 11:45:44
15413,2015-12-31 03:10:57
15414,2014-05-14 23:39:08
15415,2015-11-01 09:42:44
15416,2014-04-05 04:49:26
15417,2012-09-02 22:50:06
15418,2014-08-16 05:05:34
15419,2013-02-07 18:36:59
15420,2013-08-13 07:15:05
15421,2015-05-13 20:38:21
15422,2015-07-24 11:59:00
15423,2014-01-11 04:21:21
15424,2014-03-29 12:03:12
15425,2012-08-26 06:15:31
15426,2015-10-10 18:09:42
15427,2014-10-14 22:42:05
15428,2012-09-02 11:51:45
15429,2015-08-28 09:57:26
15430,2015-08-25 14:51:45
15431,2014-04-04 02:10:22
15432,2015-07-09 09:10:03
15433,2014-07-07 18:55:35
15434,2013-09-30 08:10:18
15435,2015-02-01 02:43:25
15436,2015-10-30 20:43:05
15437,2013-11-13 20:32:35
15438,2014-06-14 02:57:08
15439,2015-08-19 14:44:52
15440,2015-12-27 19:49:45
15441,2014-05-09 02:41:52
15442,2015-05-30 09:49:55
15443,2012-12-07 08:09:04
15444,2015-12-16 17:10:01
15445,2015-01-23 10:32:35
15446,2012-08-02 02:04:10
15447,2014-01-10 10:54:02
15448,2013-12-08 08:36:58
15449,2014-02-04 00:53:49
15450,2013-08-09 00:02:13
15451,2015-04-18 10:06:34
15452,2013-01-18 12:40:04
15453,2012-08-22 03:09:33
15454,2012-07-15 23:23:20
15455,2015-10-13 00:18:36
15456,2012-11-03 14:50:40
15457,2013-01-04 08:31:30
15458,2015-08-26 06:02:52
15459,2012-11-30 16:36:40
15460,2015-11-19 09:35:27
15461,2015-07-16 07:32:16
15462,2012-09-07 09:11:17
15463,2013-08-24 13:58:27
15464,2013-11-06 21:03:06
15465,2013-09-13 19:23:21
15466,2015-07-12 04:02:24
15467,2013-10-25 10:54:16
15468,2013-06-12 23:04:29
15469,2013-04-27 15:51:35
15470,2014-05-26 11:36:40
15471,2015-06-01 22:04:18
15472,2015-02-19 01:47:52
15473,2015-07-23 15:39:33
15474,2012-12-12 15:34:37
15475,2013-06-06 14:55:17
15476,2015-04-12 15:32:33
15477,2014-09-24 21:55:07
15478,2015-05-20 02:45:11
15479,2016-01-23 06:31:30
15480,2012-08-24 01:20:10
15481,2015-11-14 04:58:31
15482,2013-11-23 21:39:01
15483,2015-11-18 03:23:13
15484,2013-08-27 12:13:08
15485,2013-10-16 12:44:52
15486,2014-11-21 11:26:48
15487,2013-09-16 12:42:10
15488,2014-09-11 16:09:19
15489,2014-11-09 21:03:59
15490,2013-08-24 00:45:52
15491,2015-05-12 06:45:25
15492,2015-09-20 02:43:05
15493,2015-03-31 00:01:40
15494,2014-04-27 14:46:39
15495,2015-03-05 17:36:16
15496,2013-01-18 23:33:12
15497,2015-12-13 01:32:55
15498,2012-12-27 08:59:26
15499,2014-07-25 09:46:37
15500,2015-03-21 19:04:56
15501,2013-11-22 20:31:00
15502,2014-11-21 00:25:22
15503,2015-11-29 17:25:39
15504,2013-08-27 15:35:04
15505,2015-12-03 21:51:47
15506,2015-11-17 13:37:15
15507,2014-06-04 08:35:15
15508,2015-09-30 13:50:28
15509,2012-12-19 21:47:24
15510,2012-09-16 06:33:26
15511,2012-08-16 11:29:07
15512,2012-08-03 14:30:08
15513,2014-02-03 14:58:00
15514,2014-02-16 20:48:32
15515,2012-11-04 06:50:58
15516,2014-06-04 06:33:00
15517,2014-09-09 21:39:21
15518,2014-07-08 19:53:37
15519,2016-01-16 12:27:39
15520,2014-04-25 12:43:58
15521,2015-05-29 02:22:09
15522,2015-10-19 20:52:04
15523,2015-07-25 03:28:40
15524,2014-09-06 03:48:44
15525,2015-07-06 05:50:39
15526,2014-12-18 12:00:38
15527,2014-05-13 13:34:13
15528,2013-10-06 14:43:08
15529,2014-09-08 09:43:51
15530,2013-03-14 18:56:51
15531,2014-12-05 12:16:28
15532,2014-02-03 11:14:31
15533,2013-12-26 20:51:06
15534,2015-03-21 03:18:28
15535,2013-09-30 14:42:16
15536,2012-07-10 05:15:28
15537,2014-03-16 19:44:37
15538,2013-09-23 05:23:27
15539,2015-05-12 00:43:58
15540,2012-12-20 12:38:02
15541,2012-07-10 10:41:41
15542,2013-11-11 00:48:20
15543,2012-10-28 22:35:36
15544,2014-07-29 18:50:31
15545,2012-12-24 02:04:19
15546,2013-12-27 22:41:47
15547,2015-10-21 18:44:20
15548,2013-06-19 10:23:34
15549,2013-11-05 04:04:54
15550,2012-10-04 11:07:43
15551,2014-07-23 18:33:25
15552,2014-09-26 13:31:55
15553,2015-02-22 02:03:54
15554,2012-11-30 06:21:57
15555,2015-03-13 16:18:30
15556,2015-12-28 15:31:35
15557,2014-01-27 11:41:57
15558,2015-02-17 05:19:19
15559,2012-10-14 20:57:40
15560,2014-04-21 12:17:59
15561,2015-02-01 10:12:52
15562,2013-09-07 12:06:37
15563,2014-07-02 08:43:41
15564,2013-03-04 17:04:59
15565,2015-11-24 17:08:15
15566,2012-07-28 22:05:18
15567,2012-11-18 10:47:52
15568,2015-05-22 15:02:11
15569,2016-01-26 05:22:43
15570,2014-12-01 03:09:24
15571,2012-10-28 22:16:57
15572,2014-05-28 14:19:51
15573,2013-09-22 16:36:54
15574,2015-05-10 18:02:56
15575,2012-10-22 06:37:25
15576,2014-02-09 19:58:32
15577,2015-07-26 16:18:34
15578,2014-02-11 20:31:20
15579,2014-05-02 14:49:57
15580,2016-02-10 09:39:01
15581,2012-08-05 00:22:53
15582,2013-12-09 18:14:19
15583,2014-06-14 09:14:43
15584,2015-01-30 01:16:35
15585,2013-04-10 09:19:56
15586,2012-11-06 11:48:02
15587,2014-03-20 17:24:06
15588,2016-02-11 16:06:58
15589,2015-10-03 12:04:55
15590,2014-09-04 23:49:38
15591,2015-04-26 01:48:57
15592,2012-09-08 00:39:54
15593,2015-11-05 18:34:58
15594,2014-04-26 23:37:43
15595,2013-04-23 07:40:20
15596,2013-08-27 11:17:54
15597,2014-06-18 03:29:11
15598,2014-03-06 21:46:37
15599,2013-01-16 04:49:36
15600,2014-12-12 09:56:01
15601,2015-08-07 21:36:44
15602,2014-08-18 14:53:50
15603,2015-03-19 22:00:55
15604,2013-10-24 04:14:50
15605,2013-08-26 11:13:59
15606,2015-08-02 06:26:00
15607,2015-03-05 13:16:43
15608,2014-04-12 07:15:07
15609,2013-12-31 16:21:58
15610,2015-10-01 19:09:23
15611,2014-05-27 00:25:39
15612,2014-08-29 18:27:44
15613,2013-03-01 20:57:31
15614,2014-09-20 01:17:09
15615,2014-02-11 22:53:18
15616,2014-11-11 05:39:43
15617,2013-07-25 07:59:28
15618,2013-04-01 08:42:23
15619,2012-09-01 23:24:03
15620,2015-01-25 09:45:07
15621,2014-11-12 03:33:37
15622,2013-05-19 08:31:22
15623,2013-10-07 19:01:44
15624,2014-08-06 11:00:05
15625,2013-08-23 13:17:01
15626,2015-09-29 19:17:24
15627,2015-10-01 14:18:08
15628,2015-05-09 15:10:37
15629,2014-06-10 02:02:35
15630,2016-01-19 11:43:05
15631,2014-01-10 18:11:04
15632,2015-04-06 17:13:19
15633,2015-02-03 15:18:05
15634,2014-10-07 10:26:03
15635,2014-11-26 17:22:00
15636,2012-11-16 00:48:56
15637,2015-01-06 02:36:05
15638,2013-09-27 17:16:43
15639,2015-11-03 04:11:56
15640,2012-11-13 10:59:35
15641,2012-10-11 05:38:36
15642,2013-07-15 00:58:01
15643,2015-06-28 19:48:41
15644,2015-01-31 08:25:41
15645,2012-10-16 02:41:24
15646,2013-10-01 00:00:16
15647,2015-01-19 17:53:06
15648,2014-07-20 12:46:18
15649,2015-07-23 11:08:49
15650,2014-06-30 00:50:35
15651,2012-10-18 08:05:28
15652,2016-01-26 07:18:32
15653,2013-10-15 16:43:46
15654,2015-11-06 18:13:15
15655,2014-10-17 06:34:18
15656,2015-01-21 23:30:35
15657,2014-08-05 08:41:21
15658,2012-11-27 08:04:02
15659,2013-05-25 05:39:51
15660,2013-07-05 15:38:14
15661,2015-06-08 11:04:41
15662,2013-09-12 08:54:47
15663,2015-02-04 13:55:09
15664,2015-05-07 05:26:45
15665,2015-03-09 14:20:01
15666,2014-07-31 08:15:34
15667,2013-08-02 18:59:09
15668,2013-02-14 18:46:53
15669,2013-07-08 20:39:23
15670,2013-06-24 12:36:27
15671,2014-02-16 23:48:04
15672,2013-10-28 18:35:39
15673,2015-12-05 17:58:22
15674,2012-10-30 23:36:47
15675,2014-09-01 16:18:53
15676,2012-09-22 06:47:54
15677,2014-08-16 23:37:28
15678,2015-03-18 19:23:53
15679,2013-07-05 03:46:57
15680,2013-02-17 19:55:06
15681,2014-02-15 13:30:54
15682,2013-06-06 13:50:49
15683,2016-01-24 01:29:13
15684,2015-04-22 21:23:16
15685,2013-03-18 03:51:26
15686,2012-07-15 15:57:34
15687,2015-09-13 21:55:28
15688,2015-07-13 13:01:44
15689,2014-10-25 07:52:49
15690,2012-12-18 20:51:08
15691,2013-08-09 01:09:35
15692,2012-09-30 03:10:50
15693,2013-06-27 10:34:05
15694,2012-09-25 17:49:35
15695,2014-06-08 00:27:50
15696,2012-07-12 10:35:55
15697,2013-09-03 05:11:08
15698,2012-08-30 11:51:41
15699,2014-01-09 22:32:24
15700,2013-06-24 15:19:37
15701,2015-06-18 03:51:06
15702,2015-01-28 06:05:12
15703,2013-12-25 15:11:04
15704,2015-06-18 16:44:31
15705,2013-06-28 00:25:07
15706,2013-05-18 03:55:18
15707,2014-01-21 04:23:43
15708,2015-04-20 15:56:34
15709,2013-06-25 13:05:38
15710,2014-04-21 21:17:25
15711,2015-10-25 07:21:34
15712,2015-02-14 23:52:46
15713,2015-01-23 12:29:05
15714,2012-11-10 07:05:02
15715,2014-07-26 13:00:13
15716,2014-09-08 22:38:11
15717,2014-01-19 10:52:10
15718,2012-08-06 20:55:06
15719,2014-06-30 12:09:47
15720,2013-01-21 02:02:16
15721,2013-12-03 17:44:05
15722,2012-10-18 19:25:59
15723,2014-01-02 10:00:11
15724,2014-04-23 01:17:16
15725,2013-08-27 11:32:50
15726,2015-07-19 23:22:28
15727,2013-03-15 05:18:22
15728,2014-10-28 06:05:15
15729,2015-02-24 18:14:23
15730,2013-01-28 10:58:14
15731,2014-11-10 01:44:44
15732,2012-12-27 14:59:32
15733,2013-03-09 08:11:03
15734,2015-10-25 19:34:33
15735,2015-09-01 16:28:45
15736,2015-10-14 10:49:59
15737,2013-02-18 19:50:29
15738,2015-08-30 19:08:01
15739,2015-04-23 02:37:06
15740,2013-08-28 06:53:55
15741,2012-10-04 01:53:39
15742,2013-11-18 11:30:53
15743,2014-11-20 18:20:53
15744,2014-11-06 22:07:36
15745,2014-08-17 05:17:17
15746,2012-11-10 21:21:55
15747,2012-08-26 15:09:12
15748,2015-05-19 03:25:38
15749,2016-01-08 06:25:09
15750,2013-12-25 01:42:28
15751,2014-10-13 09:00:51
15752,2012-10-04 08:27:13
15753,2013-01-01 10:25:56
15754,2013-06-09 18:11:51
15755,2015-10-02 15:30:16
15756,2015-09-25 06:44:10
15757,2014-07-13 18:48:38
15758,2014-07-11 09:06:39
15759,2015-02-03 16:48:53
15760,2013-11-18 19:58:27
15761,2013-09-06 02:46:40
15762,2014-05-19 16:23:22
15763,2013-02-27 03:43:07
15764,2014-02-12 02:47:52
15765,2013-09-17 06:11:29
15766,2015-02-22 01:05:17
15767,2013-07-25 01:59:26
15768,2015-01-17 09:21:53
15769,2014-09-12 17:41:52
15770,2013-07-24 19:59:21
15771,2013-04-02 19:44:24
15772,2013-05-09 12:32:39
15773,2015-03-13 13:44:52
15774,2013-05-08 22:33:49
15775,2015-12-12 06:49:46
15776,2015-12-08 06:07:33
15777,2015-12-14 02:57:28
15778,2013-10-03 12:03:03
15779,2012-11-15 11:50:23
15780,2014-06-10 15:33:51
15781,2014-04-01 12:03:02
15782,2013-10-18 07:16:52
15783,2014-10-08 22:03:01
15784,2012-11-24 04:02:22
15785,2014-02-17 03:47:13
15786,2012-09-21 21:26:39
15787,2013-11-16 19:04:15
15788,2014-11-11 19:58:11
15789,2015-10-01 15:18:54
15790,2015-01-02 18:39:45
15791,2016-02-04 22:09:34
15792,2014-11-23 00:22:14
15793,2015-03-06 17:44:28
15794,2012-11-28 17:44:04
15795,2013-06-09 10:34:12
15796,2013-11-26 23:10:18
15797,2015-11-22 20:38:05
15798,2013-08-07 18:35:59
15799,2013-11-25 06:49:56
15800,2015-01-17 14:26:32
15801,2013-09-11 07:50:30
15802,2016-01-14 12:52:09
15803,2014-12-30 13:09:17
15804,2013-12-29 17:52:44
15805,2015-04-12 07:16:58
15806,2015-12-28 01:30:29
15807,2014-04-11 16:08:23
15808,2014-12-14 09:06:43
15809,2015-08-09 13:38:28
15810,2013-08-03 23:48:38
15811,2013-07-25 21:49:34
15812,2012-10-06 04:53:36
15813,2016-01-26 04:40:24
